Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,Temperature (°C),Humidity (%),Relative Wind Direction (°),Precipitation (mm),Snow (mm),Wind Speed (m/s),COCO,Team,Weather Classified
"Tuesday, Jun 6",STL,@,TEX,L,4.0,6.0,9.0,25-37,5.0,8.5,Dunning,Liberatore,Smith,2.7333333333333334,N,28151.0,0.33,-5,,26.1,60.0,37.19716629,0.0,,13.0,0.1481481481481481,STL,3
"Wednesday, Jun 7",STL,@,TEX,W,1.0,0.0,9.0,26-37,5.0,8.5,Hicks,Gray,Helsley,2.283333333333333,N,30251.0,0.33,1,,25.0,58.0,357.19716629,0.0,,16.6,0.1111111111111111,STL,3
"Friday, Jun 9",STL,Home,CIN,W,7.0,4.0,9.0,27-37,5.0,7.0,Montgomery,Lively,Gallegos,2.6,N,43238.0,0.38,2,,17.2,54.0,297.30370856,0.0,,0.0,0.037037037037037,STL,1
"Saturday, Jun 10",STL,Home,CIN,L,4.0,8.0,9.0,27-38,5.0,7.0,Abbott,Mikolas,,2.783333333333333,D,45246.0,0.39,-1,,18.9,54.0,297.30370856,0.0,,0.0,0.037037037037037,STL,1
"Sunday, Jun 11",STL,Home,CIN,L,3.0,4.0,9.0,27-39,5.0,8.0,Gibaut,Hicks,Díaz,2.716666666666667,D,42445.0,0.37,-2,,26.1,47.0,67.30370855999999,0.0,,11.2,0.1111111111111111,STL,3
"Monday, Jun 12",STL,Home,SFG,L,3.0,4.0,9.0,27-40,5.0,8.5,Webb,Stratton,Doval,2.5166666666666666,N,40886.0,0.32,-3,,18.3,81.0,297.30370856,0.0,,25.9,0.1111111111111111,STL,1
"Tuesday, Jun 13",STL,Home,SFG,L,3.0,11.0,9.0,27-41,5.0,8.5,Jackson,Flaherty,Winn,3.283333333333333,N,40917.0,0.24,-4,,13.9,87.0,297.30370856,0.0,,0.0,0.037037037037037,STL,0
"Wednesday, Jun 14",STL,Home,SFG,L,5.0,8.0,10.0,27-42,5.0,8.5,Rogers,Matz,Doval,2.8666666666666667,D,39165.0,0.22,-5,,22.8,50.0,167.30370856,0.0,,5.4,0.037037037037037,STL,2
"Friday, Jun 16",STL,@,NYM,L,1.0,6.0,9.0,27-43,5.0,8.5,Megill,Mikolas,,2.0166666666666666,N,33948.0,0.16,-6,,22.8,53.0,236.00885818,0.0,,9.4,0.037037037037037,STL,2
"Saturday, Jun 17",STL,@,NYM,W,5.0,3.0,9.0,28-43,5.0,8.5,Wainwright,Senga,Hicks,2.7,D,39143.0,0.14,1,,19.4,71.0,36.008858180000004,0.8,,9.4,0.2962962962962963,STL,1
"Sunday, Jun 18",STL,@,NYM,W,8.0,7.0,9.0,29-43,5.0,8.5,VerHagen,Ottavino,Hicks,3.033333333333333,D,43110.0,0.16,2,,19.4,59.0,346.00885818,0.0,,0.0,0.1111111111111111,STL,1
"Monday, Jun 19",STL,@,WSN,W,8.0,6.0,9.0,30-43,5.0,8.0,Flaherty,Gray,Hicks,2.7,D,19997.0,0.17,3,,23.9,60.0,121.05180647,0.0,,5.4,0.074074074074074,STL,2
"Tuesday, Jun 20",STL,@,WSN,W,9.0,3.0,9.0,31-43,5.0,8.0,Montgomery,Gore,,2.783333333333333,N,22223.0,0.2,4,,25.0,60.0,111.05180647,0.0,,9.4,0.1481481481481481,STL,3
"Wednesday, Jun 21",STL,@,WSN,L,0.0,3.0,9.0,31-44,5.0,9.0,Williams,Mikolas,Harvey,2.2,D,16191.0,0.21,-1,,22.8,69.0,41.05180647,0.0,,16.6,0.1481481481481481,STL,2
"Saturday, Jun 24",STL,Home,CHC,L,1.0,9.0,9.0,31-45,5.0,9.5,Steele,Wainwright,,2.6666666666666665,N,54662.0,0.19,-2,,24.4,62.0,97.30370856,0.0,,5.4,0.037037037037037,STL,2
"Sunday, Jun 25",STL,Home,CHC,W,7.0,5.0,9.0,32-45,5.0,8.5,Woodford,Stroman,Hicks,3.066666666666667,D,55565.0,0.16,1,,28.9,57.0,107.30370856,0.0,,13.0,0.037037037037037,STL,3
"Tuesday, Jun 27",STL,Home,HOU,W,4.0,2.0,9.0,33-45,5.0,8.0,Montgomery,Valdez,Hicks,2.4333333333333336,N,41512.0,0.18,2,,25.0,56.0,287.30370856,0.0,,13.0,0.037037037037037,STL,3
"Wednesday, Jun 28",STL,Home,HOU,L,7.0,10.0,9.0,33-46,5.0,9.0,Martinez,Gallegos,Pressly,3.1666666666666665,N,41452.0,0.19,-1,,23.9,64.0,297.30370856,0.0,,0.0,0.1851851851851851,STL,2
"Thursday, Jun 29",STL,Home,HOU,L,0.0,14.0,9.0,33-47,5.0,9.5,France,Wainwright,,2.8,N,42504.0,0.14,-2,,28.3,61.0,107.30370856,0.0,,11.2,0.074074074074074,STL,3
"Sunday, Jul 2",STL,Home,NYY,W,5.0,1.0,9.0,35-48,5.0,9.5,Montgomery,Cole,,2.6166666666666667,D,44676.0,0.1,1,,22.8,94.0,67.30370855999999,0.0,,11.2,0.1111111111111111,STL,2
"Monday, Jul 3",STL,@,MIA,L,4.0,5.0,9.0,35-49,5.0,10.5,Brazobán,Pallante,Puk,2.6166666666666667,N,19638.0,0.13,-1,,26.7,87.0,231.8678115,0.0,,0.0,0.1111111111111111,STL,3
"Tuesday, Jul 4",STL,@,MIA,L,2.0,15.0,9.0,35-50,5.0,11.5,Luzardo,Wainwright,,3.0,D,16437.0,0.11,-2,,28.3,82.0,231.8678115,0.0,,0.0,0.1111111111111111,STL,3
"Wednesday, Jul 5",STL,@,MIA,L-wo,9.0,10.0,9.0,35-51,5.0,12.5,Puk,Hicks,,3.1166666666666667,N,9911.0,0.09,-3,,29.4,75.0,11.867811499999988,0.0,,7.6,0.1111111111111111,STL,3
"Thursday, Jul 6",STL,@,MIA,W,3.0,0.0,9.0,36-51,5.0,12.5,Flaherty,Pérez,Hicks,2.7333333333333334,N,8763.0,0.06,1,,29.4,75.0,351.8678115,0.0,,9.4,0.1111111111111111,STL,3
"Friday, Jul 7",STL,@,CHW,L,7.0,8.0,9.0,36-52,5.0,12.5,Middleton,Leahy,Graveman,2.95,N,27569.0,0.07,-1,,21.7,59.0,302.93932770000004,0.0,,11.2,0.074074074074074,STL,2
"Saturday, Jul 8",STL,@,CHW,W,3.0,0.0,9.0,37-52,5.0,12.5,Mikolas,Toussaint,Hicks,2.466666666666667,D,26560.0,0.05,1,,22.2,64.0,322.93932770000004,0.0,,7.6,0.1111111111111111,STL,2
"Sunday, Jul 9",STL,@,CHW,W,4.0,3.0,10.0,38-52,5.0,11.5,Romero,Middleton,,2.716666666666667,D,29769.0,0.06,2,,20.6,55.0,22.939327700000007,0.0,,7.6,0.037037037037037,STL,1
"Friday, Jul 14",STL,Home,WSN,L,5.0,7.0,10.0,38-53,5.0,11.5,Finnegan,Hicks,Harvey,2.716666666666667,D,42042.0,0.07,-1,,27.2,79.0,107.30370856,0.0,,7.6,0.037037037037037,STL,3
"Saturday, Jul 15",STL,Home,WSN,W,9.0,6.0,9.0,39-53,5.0,11.5,Hudson,Willingham,,2.966666666666667,N,41900.0,0.08,1,,22.8,90.0,57.30370856,0.5,,13.0,0.1111111111111111,STL,2
"Sunday, Jul 16",STL,Home,WSN,W,8.0,4.0,9.0,40-53,5.0,11.5,Flaherty,Gray,,2.7666666666666666,D,42626.0,0.08,2,,22.8,87.0,297.30370856,0.0,,0.0,0.037037037037037,STL,2
"Monday, Jul 17",STL,Home,MIA,W,6.0,4.0,9.0,41-53,4.0,11.0,Mikolas,Floro,Hicks,2.8,N,35619.0,0.1,3,,23.3,88.0,167.30370856,0.0,,5.4,0.1111111111111111,STL,2
"Tuesday, Jul 18",STL,Home,MIA,W-wo,5.0,2.0,10.0,42-53,4.0,10.0,Romero,Puk,,2.9166666666666665,N,38490.0,0.11,4,,23.9,71.0,327.30370856,0.0,,5.4,0.1111111111111111,STL,2
"Wednesday, Jul 19",STL,Home,MIA,W,6.0,4.0,9.0,43-53,4.0,10.0,Thompson,Alcántara,Stratton,2.7333333333333334,D,35906.0,0.14,5,,24.4,82.0,297.30370856,0.0,,0.0,0.037037037037037,STL,2
"Thursday, Jul 20",STL,@,CHC,W,7.0,2.0,9.0,44-53,4.0,10.0,Matz,Stroman,,2.966666666666667,N,34251.0,0.16,6,,24.4,54.0,202.38427116,0.0,,9.4,0.1111111111111111,STL,2
"Friday, Jul 21",STL,@,CHC,L,3.0,4.0,9.0,44-54,4.0,10.0,Steele,Flaherty,Alzolay,2.8,D,38819.0,0.2,-1,,23.9,52.0,302.38427116,0.0,,16.6,0.037037037037037,STL,2
"Saturday, Jul 22",STL,@,CHC,L,6.0,8.0,9.0,44-55,4.0,11.0,Palencia,Thompson,Alzolay,3.25,D,40425.0,0.19,-2,,21.7,53.0,322.38427116,0.0,,0.0,0.037037037037037,STL,2
"Sunday, Jul 23",STL,@,CHC,L,2.0,7.0,9.0,44-56,4.0,11.0,Taillon,Montgomery,,2.55,D,38223.0,0.14,-3,,20.6,70.0,162.38427116,0.3,,11.2,0.1111111111111111,STL,1
"Monday, Jul 24",STL,@,ARI,W,10.0,6.0,9.0,45-56,4.0,11.0,Gallegos,Chafin,,2.9833333333333334,N,23184.0,0.11,1,,42.8,17.0,270.2508321,0.0,,22.3,0.1111111111111111,STL,3
"Tuesday, Jul 25",STL,@,ARI,L,1.0,3.0,9.0,45-57,4.0,11.0,Nelson,Romero,Ginkel,2.3833333333333333,N,23572.0,0.15,-1,,41.1,20.0,250.25083210000005,0.0,,24.1,0.1111111111111111,STL,3
"Wednesday, Jul 26",STL,@,ARI,W,11.0,7.0,9.0,46-57,4.0,11.0,Pallante,Gallen,,3.15,D,22457.0,0.13,1,,44.4,13.0,280.2508321,0.0,,22.3,0.074074074074074,STL,3
"Thursday, Jul 27",STL,Home,CHC,L,3.0,10.0,9.0,46-58,4.0,11.5,Steele,Mikolas,,2.8833333333333333,N,44584.0,0.13,-1,,28.9,72.0,297.30370856,0.0,,0.0,0.6296296296296297,STL,3
"Friday, Jul 28",STL,Home,CHC,L,2.0,3.0,9.0,46-59,4.0,11.5,Smyly,Montgomery,Alzolay,2.6833333333333336,N,43424.0,0.09,-2,,29.4,75.0,107.30370856,0.0,,5.4,0.037037037037037,STL,3
"Saturday, Jul 29",STL,Home,CHC,L,1.0,5.0,9.0,46-60,5.0,11.5,Taillon,Wainwright,,2.4833333333333334,N,44877.0,0.07,-3,,31.7,61.0,147.30370856,0.0,,5.4,0.1111111111111111,STL,3
"Sunday, Jul 30",STL,Home,CHC,W,3.0,0.0,9.0,47-60,5.0,11.0,Matz,Hendricks,Romero,2.05,D,43670.0,0.05,1,,23.3,94.0,207.30370856,0.0,,7.6,0.6666666666666666,STL,2
"Tuesday, Aug 1",STL,Home,MIN,L,2.0,3.0,9.0,47-61,5.0,11.5,López,Mikolas,Durán,2.583333333333333,N,37162.0,0.06,-1,,22.8,87.0,297.30370856,0.0,,0.0,0.1111111111111111,STL,2
"Wednesday, Aug 2",STL,Home,MIN,W,7.0,3.0,9.0,48-61,5.0,10.5,Hudson,Ryan,,2.3833333333333333,N,34332.0,0.03,1,,25.6,69.0,67.30370855999999,0.0,,7.6,0.074074074074074,STL,3
"Thursday, Aug 3",STL,Home,MIN,L,3.0,5.0,9.0,48-62,5.0,11.0,Gray,Liberatore,Durán,2.533333333333333,N,36949.0,0.05,-1,,25.6,82.0,47.30370856,0.0,,11.2,0.2962962962962963,STL,3
"Friday, Aug 4",STL,Home,COL,L,4.0,9.0,9.0,48-63,5.0,11.0,Flexen,Wainwright,,2.716666666666667,N,38559.0,0.02,-2,,26.1,88.0,297.30370856,0.0,,0.0,0.1111111111111111,STL,3
"Saturday, Aug 5",STL,Home,COL,W,6.0,2.0,9.0,49-63,5.0,11.0,Matz,Blach,,2.45,N,38121.0,0.03,1,,26.1,90.0,77.30370855999999,0.0,,5.4,0.1111111111111111,STL,3
"Sunday, Aug 6",STL,Home,COL,L,0.0,1.0,9.0,49-64,5.0,11.0,Gomber,Thompson,Lawrence,2.6,D,40051.0,0.04,-1,,24.4,82.0,297.30370856,0.0,,11.2,0.037037037037037,STL,2
"Tuesday, Aug 8",STL,@,TBR,L,2.0,4.0,9.0,49-65,5.0,11.5,Adam,Mikolas,Fairbanks,2.283333333333333,N,15522.0,0.03,-2,,30.6,80.0,301.0,0.0,,9.4,0.037037037037037,STL,3
"Wednesday, Aug 9",STL,@,TBR,W,6.0,4.0,9.0,50-65,5.0,11.5,Hudson,Kelly,Gallegos,2.55,N,11203.0,0.02,1,,31.1,75.0,291.0,0.0,,7.6,0.037037037037037,STL,3
"Thursday, Aug 10",STL,@,TBR,W,5.0,2.0,9.0,51-65,5.0,11.0,Liberatore,Littell,,2.15,N,11990.0,0.03,2,,31.1,80.0,271.0,0.0,,11.2,0.037037037037037,STL,3
"Friday, Aug 11",STL,@,KCR,L,8.0,12.0,9.0,51-66,5.0,12.0,Zerpa,Wainwright,,2.9833333333333334,N,26271.0,0.04,-1,,28.3,63.0,123.28981806,0.0,,9.4,0.074074074074074,STL,3
"Saturday, Aug 12",STL,@,KCR,W,5.0,4.0,9.0,52-66,5.0,12.0,Matz,Ragans,Romero,2.6833333333333336,N,37016.0,0.03,1,,31.1,70.0,143.28981806000002,0.0,,13.0,0.1111111111111111,STL,3
"Monday, Aug 14",STL,Home,OAK,W,7.0,5.0,9.0,53-66,4.0,12.0,Romero,Felipe,,2.9166666666666665,N,34793.0,0.04,2,,23.3,94.0,297.30370856,0.3,,0.0,0.2962962962962963,STL,2
"Tuesday, Aug 15",STL,Home,OAK,W,6.0,2.0,9.0,54-66,4.0,11.0,Hudson,Watkins,,2.6833333333333336,N,32528.0,0.04,3,,21.7,68.0,227.30370856,0.0,,13.0,0.037037037037037,STL,2
"Wednesday, Aug 16",STL,Home,OAK,L,0.0,8.0,9.0,54-67,4.0,11.0,Blackburn,Liberatore,,2.6,N,33146.0,0.06,-1,,17.8,93.0,297.30370856,0.0,,0.0,0.037037037037037,STL,1
"Thursday, Aug 17",STL,Home,NYM,L,2.0,4.0,9.0,54-68,5.0,11.0,Quintana,Wainwright,Gott,2.8666666666666667,N,36155.0,0.04,-2,,20.0,81.0,107.30370856,0.0,,7.6,0.037037037037037,STL,1
"Friday, Aug 18",STL,Home,NYM,L,1.0,7.0,9.0,54-69,5.0,12.0,Lucchesi,Thompson,,2.716666666666667,N,42076.0,0.02,-3,,21.1,61.0,287.30370856,0.0,,9.4,0.037037037037037,STL,2
"Saturday, Aug 19",STL,Home,NYM,L,2.0,13.0,9.0,54-70,5.0,13.0,Senga,Mikolas,,2.833333333333333,N,40303.0,0.01,-4,,20.0,81.0,87.30370855999999,0.0,,5.4,0.037037037037037,STL,1
"Sunday, Aug 20",STL,Home,NYM,W,7.0,3.0,9.0,55-70,5.0,13.0,Hudson,Carrasco,,2.9833333333333334,D,37470.0,0.01,1,,25.6,76.0,97.30370856,0.0,,11.2,0.037037037037037,STL,3
"Monday, Aug 21",STL,@,PIT,L,1.0,11.0,9.0,55-71,5.0,13.5,Falter,Rom,,2.716666666666667,N,12270.0,0.01,-1,,23.9,64.0,243.4235757,0.0,,0.0,0.074074074074074,STL,2
"Tuesday, Aug 22",STL,@,PIT,L,3.0,6.0,9.0,55-72,5.0,14.5,Oviedo,Wainwright,Bednar,2.5666666666666664,N,11823.0,0.01,-2,,23.9,74.0,243.4235757,0.0,,11.2,0.1111111111111111,STL,2
"Wednesday, Aug 23",STL,@,PIT,W,6.0,4.0,9.0,56-72,5.0,14.5,Thompson,Ortiz,Romero,3.1,D,11504.0,0.0,1,,18.9,70.0,183.4235757,0.0,,5.4,0.074074074074074,STL,1
"Friday, Aug 25",STL,@,PHI,L,2.0,7.0,9.0,56-73,5.0,15.5,Sánchez,Mikolas,,2.3,N,34118.0,0.0,-1,,21.7,79.0,159.92948032,0.0,,13.0,0.2962962962962963,STL,2
"Saturday, Aug 26",STL,@,PHI,L,1.0,12.0,9.0,56-74,5.0,16.5,Wheeler,Hudson,,2.6833333333333336,N,44097.0,0.0,-2,,25.6,79.0,159.92948032,0.0,,7.6,0.1111111111111111,STL,3
"Sunday, Aug 27",STL,@,PHI,L,0.0,3.0,9.0,56-75,5.0,17.5,Nola,Rom,Kimbrel,2.7,D,41141.0,0.0,-3,,25.0,60.0,349.92948032,0.0,,0.0,0.1111111111111111,STL,3
"Monday, Aug 28",STL,Home,SDP,L,1.0,4.0,9.0,56-76,5.0,18.5,Snell,Wainwright,Hader,2.75,N,35917.0,0.0,-4,,22.2,87.0,297.30370856,0.0,,7.6,0.1111111111111111,STL,2
"Tuesday, Aug 29",STL,Home,SDP,W-wo,6.0,5.0,10.0,57-76,5.0,17.5,Romero,Hader,,2.85,N,36851.0,0.0,1,,19.4,87.0,297.30370856,0.0,,0.0,0.037037037037037,STL,1
"Wednesday, Aug 30",STL,Home,SDP,W-wo,5.0,4.0,9.0,58-76,5.0,16.5,Pallante,Hader,,2.6333333333333333,D,32583.0,0.0,2,,22.8,81.0,297.30370856,0.0,,0.0,0.037037037037037,STL,2
"Friday, Sep 1",STL,Home,PIT,L,2.0,4.0,10.0,58-77,5.0,17.5,Selby,Romero,Bednar,2.7,N,33842.0,0.0,-1,,17.2,81.0,297.30370856,0.0,,0.0,0.037037037037037,STL,1
"Saturday, Sep 2",STL,Home,PIT,L,6.0,7.0,9.0,58-78,5.0,18.5,Bolton,VerHagen,Bednar,2.9333333333333336,N,38276.0,0.0,-2,,18.9,87.0,297.30370856,0.0,,0.0,0.037037037037037,STL,1
"Sunday, Sep 3",STL,Home,PIT,W,6.0,4.0,9.0,59-78,5.0,17.5,Thompson,Oviedo,Gallegos,2.85,D,35856.0,0.0,1,,24.4,88.0,107.30370856,0.0,,7.6,0.037037037037037,STL,2
"Tuesday, Sep 5",STL,@,ATL,W,10.0,6.0,9.0,60-78,5.0,17.0,Mikolas,Soroka,,2.716666666666667,N,33553.0,0.0,2,,23.9,82.0,82.35313,0.0,,5.4,0.037037037037037,STL,2
"Wednesday, Sep 6",STL,@,ATL,W,11.0,6.0,9.0,61-78,5.0,16.0,Hudson,Strider,,2.8833333333333333,N,35514.0,0.0,3,,25.6,76.0,202.35313,0.0,,0.0,0.074074074074074,STL,3
"Thursday, Sep 7",STL,@,ATL,L,5.0,8.0,9.0,61-79,5.0,16.5,Fried,Wainwright,,2.75,N,34349.0,0.0,-1,,24.4,88.0,202.35313,0.0,,0.0,0.1111111111111111,STL,2
"Friday, Sep 8",STL,@,CIN,W,9.0,4.0,9.0,62-79,5.0,16.5,Liberatore,Abbott,,3.183333333333333,N,29870.0,0.0,1,,22.2,82.0,187.6572646,0.0,,9.4,0.1111111111111111,STL,2
"Saturday, Sep 9",STL,@,CIN,W,4.0,3.0,9.0,63-79,5.0,16.5,Thompson,Spiers,Helsley,3.05,N,40810.0,0.0,2,,20.6,81.0,277.6572646,0.0,,7.6,0.074074074074074,STL,1
"Sunday, Sep 10",STL,@,CIN,L,1.0,7.0,9.0,63-80,5.0,16.5,Greene,Mikolas,,2.466666666666667,D,31190.0,0.0,-1,,19.4,76.0,267.6572646,0.0,,13.0,0.1111111111111111,STL,1
"Monday, Sep 11",STL,@,BAL,L,5.0,11.0,9.0,63-81,5.0,17.5,Hall,Hudson,,3.2,N,15485.0,0.0,-2,,24.4,82.0,200.66021454,0.0,,5.0,0.1111111111111111,STL,2
"Tuesday, Sep 12",STL,@,BAL,W,5.0,2.0,9.0,64-81,5.0,17.5,Wainwright,Means,Helsley,2.75,N,15526.0,0.0,1,,25.0,74.0,284.66021454,0.0,,4.3,0.037037037037037,STL,3
"Wednesday, Sep 13",STL,@,BAL,W,1.0,0.0,9.0,65-81,5.0,16.5,Rom,Gibson,Helsley,2.6833333333333336,N,14442.0,0.0,2,,25.0,90.0,116.66021454,0.0,,11.5,0.1111111111111111,STL,3
"Friday, Sep 15",STL,Home,PHI,L,4.0,5.0,9.0,65-82,5.0,18.0,Strahm,Thompson,Alvarado,3.4333333333333336,N,42166.0,0.0,-1,,13.9,77.0,297.30370856,0.0,,0.0,0.037037037037037,STL,0
"Saturday, Sep 16",STL,Home,PHI,L,1.0,6.0,9.0,65-83,5.0,19.0,Suárez,Mikolas,,2.7,N,42817.0,0.0,-2,,15.0,87.0,297.30370856,0.0,,0.0,0.037037037037037,STL,0
"Sunday, Sep 17",STL,Home,PHI,W,6.0,5.0,9.0,66-83,5.0,18.0,King,Domínguez,Helsley,2.4333333333333336,D,40996.0,0.0,1,,17.8,90.0,297.30370856,0.0,,0.0,0.3333333333333333,STL,1
"Monday, Sep 18",STL,Home,MIL,W,1.0,0.0,9.0,67-83,5.0,17.0,Wainwright,Peralta,Helsley,2.1,N,33176.0,0.0,2,,13.9,90.0,297.30370856,0.0,,0.0,0.037037037037037,STL,0
"Tuesday, Sep 19",STL,Home,MIL,L,3.0,7.0,9.0,67-84,5.0,18.0,Rea,Rom,,3.066666666666667,N,35760.0,0.0,-1,,16.1,70.0,107.30370856,0.0,,9.4,0.037037037037037,STL,0
"Wednesday, Sep 20",STL,Home,MIL,L,2.0,8.0,9.0,67-85,5.0,19.0,Houser,Thompson,,2.4,N,37008.0,0.0,-2,,20.0,70.0,77.30370855999999,0.0,,7.6,0.1111111111111111,STL,1
"Thursday, Sep 21",STL,Home,MIL,L,0.0,6.0,9.0,67-86,5.0,20.0,Miley,Mikolas,,2.3,D,37105.0,0.0,-3,,20.6,84.0,7.303708559999997,0.0,,7.6,0.1111111111111111,STL,2
"Friday, Sep 22",STL,@,SDP,L,2.0,4.0,9.0,67-87,5.0,21.0,Suarez,Liberatore,,2.6833333333333336,N,42983.0,0.0,-4,,20.0,76.0,320.2625247,0.0,,14.8,0.1111111111111111,STL,1
"Saturday, Sep 23",STL,@,SDP,W,5.0,2.0,11.0,68-87,5.0,20.0,Lawrence,Barlow,,3.716666666666667,N,42525.0,0.0,1,,19.4,84.0,310.2625247,0.0,,14.8,0.1481481481481481,STL,1
"Sunday, Sep 24",STL,@,SDP,L,2.0,12.0,9.0,68-88,5.0,20.0,Wacha,Rom,,2.6333333333333333,D,42505.0,0.0,-1,,19.4,79.0,310.2625247,0.0,,7.6,0.074074074074074,STL,1
"Tuesday, Sep 26",STL,@,MIL,W,4.0,1.0,9.0,69-88,5.0,19.0,Mikolas,Houser,Helsley,2.4333333333333336,N,36755.0,0.0,1,,20.6,78.0,341.1462953,0.0,,20.5,0.1111111111111111,STL,1
"Wednesday, Sep 27",STL,@,MIL,L,2.0,3.0,9.0,69-89,5.0,20.0,Payamps,Barnes,Williams,2.6833333333333336,N,31256.0,0.0,-1,,19.4,87.0,321.1462953,0.0,,13.0,0.2592592592592592,STL,1
"Thursday, Sep 28",STL,@,MIL,L,0.0,3.0,9.0,69-90,5.0,21.0,Teheran,Hudson,Small,2.3833333333333333,D,29185.0,0.0,-2,,18.3,84.0,331.1462953,0.0,,20.5,0.1481481481481481,STL,1
"Friday, Sep 29",STL,Home,CIN,L,2.0,19.0,9.0,69-91,5.0,22.0,Williamson,Woodford,Spiers,2.75,N,38964.0,0.0,-3,,21.7,76.0,27.30370856,0.0,,13.0,0.037037037037037,STL,2
"Saturday, Sep 30",STL,Home,CIN,W,15.0,6.0,9.0,70-91,5.0,21.0,VerHagen,Phillips,,3.3166666666666664,N,39923.0,0.0,1,,23.3,74.0,67.30370855999999,0.0,,9.4,0.037037037037037,STL,2
"Sunday, Oct 1",STL,Home,CIN,W,4.0,3.0,9.0,71-91,5.0,21.0,Mikolas,Greene,Helsley,2.2666666666666666,D,44614.0,0.0,2,,22.8,71.0,297.30370856,0.0,,0.0,0.074074074074074,STL,2
"Thursday, Mar 30",TBR,Home,DET,W,4.0,0.0,9.0,1-0,1.0,Tied,McClanahan,Rodríguez,,2.2333333333333334,D,25025.0,0.95,1,,22.8,71.0,11.0,0.0,,29.5,0.1111111111111111,TBR,2
"Saturday, Apr 1",TBR,Home,DET,W,12.0,2.0,9.0,2-0,1.0,up 1.0,Eflin,Turnbull,,2.8,D,20204.0,0.99,2,,24.4,77.0,321.0,0.0,,5.4,0.1111111111111111,TBR,2
"Sunday, Apr 2",TBR,Home,DET,W,5.0,1.0,9.0,3-0,1.0,up 1.0,Springs,Wentz,,2.1666666666666665,D,19425.0,1.03,3,,23.9,96.0,201.0,0.0,,11.2,0.037037037037037,TBR,2
"Monday, Apr 3",TBR,@,WSN,W,6.0,2.0,9.0,4-0,1.0,up 1.0,Rasmussen,Williams,,2.4166666666666665,N,10754.0,1.03,4,,9.4,44.0,331.05180647,0.0,,0.0,0.074074074074074,TBR,2
"Tuesday, Apr 4",TBR,@,WSN,W,10.0,6.0,9.0,5-0,1.0,up 2.0,Thompson,Finnegan,,2.75,N,15272.0,1.0,5,,15.6,69.0,161.05180647,0.0,,16.6,0.1111111111111111,TBR,0
"Wednesday, Apr 5",TBR,@,WSN,W,7.0,2.0,9.0,6-0,1.0,up 2.0,McClanahan,Corbin,,2.533333333333333,D,13836.0,1.06,6,,19.4,79.0,161.05180647,0.0,,11.2,0.074074074074074,TBR,1
"Friday, Apr 7",TBR,Home,OAK,W,9.0,5.0,9.0,7-0,1.0,up 2.5,Eflin,Waldichuk,,2.3833333333333333,N,15980.0,1.15,7,,25.6,82.0,321.0,0.0,,11.2,0.037037037037037,TBR,3
"Saturday, Apr 8",TBR,Home,OAK,W,11.0,0.0,9.0,8-0,1.0,up 3.0,Springs,Fujinami,,2.333333333333333,D,15880.0,1.13,8,,25.6,74.0,291.0,0.0,,7.6,0.1111111111111111,TBR,3
"Sunday, Apr 9",TBR,Home,OAK,W,11.0,0.0,9.0,9-0,1.0,up 3.0,Rasmussen,Kaprielian,,2.65,D,11159.0,1.14,9,,25.0,85.0,251.0,0.0,,13.0,0.037037037037037,TBR,3
"Monday, Apr 10",TBR,Home,BOS,W,1.0,0.0,9.0,10-0,1.0,up 4.0,Poche,Martin,Fairbanks,2.1,N,13470.0,1.22,10,,21.1,87.0,1.0,0.0,,37.1,0.1111111111111111,TBR,2
"Tuesday, Apr 11",TBR,Home,BOS,W,7.0,2.0,9.0,11-0,1.0,up 4.0,McClanahan,Whitlock,,2.583333333333333,N,12649.0,1.28,11,,21.1,84.0,1.0,0.0,,44.6,0.2592592592592592,TBR,2
"Wednesday, Apr 12",TBR,Home,BOS,W,9.0,7.0,9.0,12-0,1.0,up 4.0,Bradley,Sale,Fairbanks,2.7333333333333334,N,17136.0,1.2,12,,22.2,66.0,31.0,0.0,,38.9,0.1111111111111111,TBR,2
"Thursday, Apr 13",TBR,Home,BOS,W,9.0,3.0,9.0,13-0,1.0,up 5.0,Kelly,Kluber,Bristo,2.6333333333333333,D,21175.0,1.22,13,,22.2,91.0,61.0,0.0,,31.7,0.1111111111111111,TBR,2
"Friday, Apr 14",TBR,@,TOR,L,3.0,6.0,9.0,13-1,1.0,up 4.0,Berríos,Rasmussen,Romano,2.6166666666666667,N,34822.0,1.25,-1,,21.3,40.0,257.9095893,0.0,,28.4,0.1111111111111111,TBR,2
"Saturday, Apr 15",TBR,@,TOR,L,2.0,5.0,9.0,13-2,1.0,up 3.0,Kikuchi,Kelley,Romano,2.5666666666666664,D,41679.0,1.32,-2,,19.2,41.0,85.9095893,0.0,,13.7,0.1111111111111111,TBR,1
"Sunday, Apr 16",TBR,@,TOR,W,8.0,1.0,9.0,14-2,1.0,up 4.0,McClanahan,Manoah,,2.6666666666666665,D,39179.0,1.32,1,,18.1,44.0,209.9095893,0.0,,7.9,0.1111111111111111,TBR,1
